"행정구역별(시군구)","성별","연령별","항목","단위","2018 년","2019 년","2020 년","2021 년","2022 년",
"대구광역시","계","65~69세","2세대가구-기타","","7168","6891","6450","6408","6479",
"대구광역시","계","65~69세","3세대가구-계","","9462","8572","7656","7199","6580",
"대구광역시","계","65~69세","3세대가구-부부+미혼자녀+양친","","1953","1767","1477","1282","1078",
"대구광역시","계","65~69세","3세대가구-부부+미혼자녀+부친","","525","492","463","447","425",
"대구광역시","계","65~69세","3세대가구-부부+미혼자녀+모친","","2726","2412","2153","2027","1808",
"대구광역시","계","65~69세","3세대가구-기타","","4258","3901","3563","3443","3269",
"대구광역시","계","65~69세","4세대이상 가구","","113","94","80","48","61",
"대구광역시","계","65~69세","1인가구","","20505","21470","24493","27636","29791",
"대구광역시","계","65~69세","비친족가구","","1022","1269","1374","1719","1836",
"대구광역시","계","70~74세","일반가구원","","84875","90289","95965","101993","108016",
"대구광역시","계","70~74세","1세대가구-계","","36471","39774","43843","47482","50811",
"대구광역시","계","70~74세","1세대가구-부부","","35559","38770","42811","46345","49488",
"대구광역시","계","70~74세","1세대가구-부부+미혼형제자매","","95","105","109","125","147",
"대구광역시","계","70~74세","1세대가구-부부+기타 친인척","","59","57","51","45","44",
"대구광역시","계","70~74세","1세대가구-가구주+미혼형제자매","","91","88","100","121","120",
"대구광역시","계","70~74세","1세대가구-가구주+기타 친인척","","62","67","73","77","95",
"대구광역시","계","70~74세","1세대가구-기타","","605","687","699","769","917",
"대구광역시","계","70~74세","2세대가구-계","","22529","23551","23898","24313","25436",
"대구광역시","계","70~74세","2세대가구-부부+미혼자녀","","9590","10305","10794","11011","11708",
"대구광역시","계","70~74세","2세대가구-부+미혼자녀","","940","949","987","1040","1140",
"대구광역시","계","70~74세","2세대가구-모+미혼자녀","","3990","4117","4376","4568","4917",
"대구광역시","계","70~74세","2세대가구-부부+양친","","176","218","168","172","183",
"대구광역시","계","70~74세","2세대가구-부부+한부모","","644","681","681","664","700",
"대구광역시","계","70~74세","2세대가구-부부+미혼자녀+부부미혼형제자매","","45","41","41","39","40",
"대구광역시","계","70~74세","2세대가구-조부모+미혼손자녀","","749","776","842","860","799",
"대구광역시","계","70~74세","2세대가구-조부 또는 조모+미혼손자녀","","491","480","520","497","481",
"대구광역시","계","70~74세","2세대가구-기타","","5904","5984","5489","5462","5468",
"대구광역시","계","70~74세","3세대가구-계","","8801","8327","7662","7368","6915",
"대구광역시","계","70~74세","3세대가구-부부+미혼자녀+양친","","1760","1637","1445","1305","1212",
"대구광역시","계","70~74세","3세대가구-부부+미혼자녀+부친","","493","460","477","486","476",
"대구광역시","계","70~74세","3세대가구-부부+미혼자녀+모친","","2698","2515","2290","2261","2026",
"대구광역시","계","70~74세","3세대가구-기타","","3850","3715","3450","3316","3201",
"대구광역시","계","70~74세","4세대이상 가구","","35","35","41","37","31",
"대구광역시","계","70~74세","1인가구","","16350","17663","19568","21693","23638",
"대구광역시","계","70~74세","비친족가구","","689","939","953","1100","1185",
"대구광역시","계","75~79세","일반가구원","","73609","74618","73211","70809","71817",
"대구광역시","계","75~79세","1세대가구-계","","26762","28022","28824","28710","30054",
"대구광역시","계","75~79세","1세대가구-부부","","26187","27429","28256","28119","29436",
"대구광역시","계","75~79세","1세대가구-부부+미혼형제자매","","59","55","48","58","57",
"대구광역시","계","75~79세","1세대가구-부부+기타 친인척","","32","38","32","28","35",
"대구광역시","계","75~79세","1세대가구-가구주+미혼형제자매","","39","37","47","42","41",
"대구광역시","계","75~79세","1세대가구-가구주+기타 친인척","","61","72","72","68","54",
"대구광역시","계","75~79세","1세대가구-기타","","384","391","369","395","431",
"대구광역시","계","75~79세","2세대가구-계","","18750","18805","18070","16935","16809",
"대구광역시","계","75~79세","2세대가구-부부+미혼자녀","","5511","5632","5726","5568","5659",
"대구광역시","계","75~79세","2세대가구-부+미혼자녀","","673","673","655","624","672",
"대구광역시","계","75~79세","2세대가구-모+미혼자녀","","3561","3729","3771","3555","3599",
"대구광역시","계","75~79세","2세대가구-부부+양친","","242","273","235","178","188",
"대구광역시","계","75~79세","2세대가구-부부+한부모","","741","694","594","540","523",
"대구광역시","계","75~79세","2세대가구-부부+미혼자녀+부부미혼형제자매","","14","24","22","16","22",
"대구광역시","계","75~79세","2세대가구-조부모+미혼손자녀","","896","900","901","886","774",
"대구광역시","계","75~79세","2세대가구-조부 또는 조모+미혼손자녀","","859","783","786","709","686",
"대구광역시","계","75~79세","2세대가구-기타","","6253","6097","5380","4859","4686",
"대구광역시","계","75~79세","3세대가구-계","","10570","9742","8136","6984","6214",
"대구광역시","계","75~79세","3세대가구-부부+미혼자녀+양친","","1760","1591","1202","1019","917",
"대구광역시","계","75~79세","3세대가구-부부+미혼자녀+부친","","648","590","488","425","384",
"대구광역시","계","75~79세","3세대가구-부부+미혼자녀+모친","","3788","3384","2854","2376","2105",
"대구광역시","계","75~79세","3세대가구-기타","","4374","4177","3592","3164","2808",
"대구광역시","계","75~79세","4세대이상 가구","","27","25","22","16","14",
"대구광역시","계","75~79세","1인가구","","16783","17164","17391","17391","17952",
"대구광역시","계","75~79세","비친족가구","","717","860","768","773","774",
"대구광역시","계","80~84세","일반가구원","","42631","45796","47435","50388","55315",
"대구광역시","계","80~84세","1세대가구-계","","11633","13063","14159","15736","17727",
"대구광역시","계","80~84세","1세대가구-부부","","11428","12828","13912","15430","17368",
"대구광역시","계","80~84세","1세대가구-부부+미혼형제자매","","12","12","14","18","28",
"대구광역시","계","80~84세","1세대가구-부부+기타 친인척","","13","15","22","20","24",
"대구광역시","계","80~84세","1세대가구-가구주+미혼형제자매","","20","24","25","26","22",
"대구광역시","계","80~84세","1세대가구-가구주+기타 친인척","","30","37","35","43","53",
"대구광역시","계","80~84세","1세대가구-기타","","130","147","151","199","232",
"대구광역시","계","80~84세","2세대가구-계","","11124","11871","12205","12749","13990",
"대구광역시","계","80~84세","2세대가구-부부+미혼자녀","","1681","1972","2206","2497","2928",
"대구광역시","계","80~84세","2세대가구-부+미혼자녀","","370","413","456","476","513",
"대구광역시","계","80~84세","2세대가구-모+미혼자녀","","1934","2066","2282","2481","2851",
"대구광역시","계","80~84세","2세대가구-부부+양친","","253","300","234","229","242",
"대구광역시","계","80~84세","2세대가구-부부+한부모","","1212","1203","1076","1020","994",
"대구광역시","계","80~84세","2세대가구-부부+미혼자녀+부부미혼형제자매","","X","6","7","X","6",
"대구광역시","계","80~84세","2세대가구-조부모+미혼손자녀","","492","525","600","641","699",
"대구광역시","계","80~84세","2세대가구-조부 또는 조모+미혼손자녀","","834","846","849","943","913",
"대구광역시","계","80~84세","2세대가구-기타","","4344","4540","4495","4458","4844",
"대구광역시","계","80~84세","3세대가구-계","","7871","7603","6833","6355","6289",
"대구광역시","계","80~84세","3세대가구-부부+미혼자녀+양친","","966","920","801","715","717",
"대구광역시","계","80~84세","3세대가구-부부+미혼자녀+부친","","567","566","505","447","440",
"대구광역시","계","80~84세","3세대가구-부부+미혼자녀+모친","","3321","3136","2791","2464","2379",
"대구광역시","계","80~84세","3세대가구-기타","","3017","2981","2736","2729","2753",
"대구광역시","계","80~84세","4세대이상 가구","","82","70","48","23","26",
"대구광역시","계","80~84세","1인가구","","11416","12559","13637","14898","16581",
"대구광역시","계","80~84세","비친족가구","","505","630","553","627","702",
"대구광역시","계","85세이상","일반가구원","","22245","25043","27140","30059","33072",
"대구광역시","계","85세이상","1세대가구-계","","3356","4056","4708","5482","6243",
"대구광역시","계","85세이상","1세대가구-부부","","3234","3923","4577","5338","6090",
"대구광역시","계","85세이상","1세대가구-부부+미혼형제자매","","X","X","X","X","X",
"대구광역시","계","85세이상","1세대가구-부부+기타 친인척","","5","6","9","7","13",
"대구광역시","계","85세이상","1세대가구-가구주+미혼형제자매","","12","10","13","16","17",
"대구광역시","계","85세이상","1세대가구-가구주+기타 친인척","","37","27","31","38","29",
"대구광역시","계","85세이상","1세대가구-기타","","65","86","75","82","92",
"대구광역시","계","85세이상","2세대가구-계","","6962","7810","8463","9266","10134",
"대구광역시","계","85세이상","2세대가구-부부+미혼자녀","","367","446","529","650","773",
"대구광역시","계","85세이상","2세대가구-부+미혼자녀","","158","185","224","255","306",
